id	unitCode	title	media_count	media_id	topics	object_type	medium	artist	date
edanmdm-saam_1882.1.5	SAAM	The Wounded Scout, a Friend in the Swamp	1.0	SAAM-1882.1.5_2	Soldiers|Occupations|American Civil War (1861-1865)|Figure group|State of being|History|Wound|Emotions|Diseases|Friendship|Ethnicity|Civil War, 1861-1865|Men|Military	Sculpture	painted plaster	John Rogers, born Salem, MA 1829-died New Canaan, CT 1904	patented 1864
edanmdm-saam_1967.6.4	SAAM	Daughter in a Rocker	1.0	SAAM-1967.6.4_2	Art, abstract|Art|Figure female|Chairs|Children|Furnishings	Painting	tempera and collage on wood	H. Lyman Saÿen, born Philadelphia, PA 1875-died Philadelphia, PA 1918	1917-1918
edanmdm-saam_1969.192.6	SAAM	La Madeleine no. IV	1.0	SAAM-1969.192.6_1	Madeleine|Architecture|Figure group|Religion|Cityscapes|Streets|Church buildings	Painting	oil on wood	Frank Edwin Scott, born Buffalo, NY 1863-died Paris, France 1929	n.d.
edanmdm-saam_1969.192.10	SAAM	Place de la Concorde no. V	1.0	SAAM-1969.192.10_1	Place de la Concorde|Architecture|Column|Government|Monuments|Figure group|Cityscapes|Streets	Painting	oil on canvas	Frank Edwin Scott, born Buffalo, NY 1863-died Paris, France 1929	n.d.
edanmdm-saam_1979.25	SAAM	Bergamot (or Bee Baum)	1.0	SAAM-1979.25_1	Flowers|Bergamont	Painting		Austa Densmore Sturdevant, born Blooming Valley, PA 1855-died Kingston, NY 1936	
edanmdm-saam_1978.152.33	SAAM	General Morgan	1.0	SAAM-1978.152.33_1	Occupations|Men|Portraits|Military	Graphic Arts-Print	engraving	Unidentified	
edanmdm-saam_1985.66.164_645	SAAM	Zaparo Indian	1.0	SAAM-1985.66.164645_1	Ethnicity|Figure male	Painting	oil on canvas	Unidentified (South American?)	ca. 1890-1892
edanmdm-saam_1929.6.155	SAAM	Marchesa Elena Grimaldi-Cattaneo	1.0	SAAM-1929.6.155_1	Women|Occupations|Portraits|Aristocracy (Social class)	Painting	oil on canvas	Sir Anthony van Dyck, Flemish, born Antwerp, Flanders 1599-died London, England 1641	ca. 1622-1623
edanmdm-saam_1978.108.53	SAAM	(Illustration for Rubáiyát of Omar Khayyám) In Memoriam	1.0	SAAM-1978.108.53_2	Landscapes|Literature|Moon|Figure female|Outer space|Memory|Khayyam, Omar|Rubaiyat|Allegory	Drawing	chalk, pencil, watercolor, and ink on paper	Elihu Vedder, born New York City 1836-died Rome, Italy 1923	1883-1884
edanmdm-saam_1970.355.51	SAAM	California Rose-Bay (Rhododendron californicum)	1.0	SAAM-1970.355.51_2	Rhododendron californicum|Botanical study|California rose-bay	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1933
edanmdm-saam_1974.33.4	SAAM	Grizzly Giant, Mariposa Grove	1.0	SAAM-1974.33.4_2	Trees|Landscapes|Mariposa Grove|Sequoia tree|Forests and forestry	Photography-Photoprint	albumen silver print	Carleton E. Watkins, born Oneonta, NY 1829-died Imola, CA 1916	1861
edanmdm-saam_1972.84.2	SAAM	Christmas Greens	1.0	SAAM-1972.84.2_1	Female and child|Rites and ceremonies|Holidays|Christmas|Architecture|Domestic|Figure group|Dwellings	Graphic Arts-Print	etching and drypoint on paper	J. Alden Weir, born West Point, NY 1852-died New York City 1919	1887-1893
edanmdm-saam_1973.130.223	SAAM	A Duck Pond	1.0	SAAM-1973.130.223_1	Landscapes|Animals|Architecture|Ponds|Domestic|Lakes|Birds|Fence|Ducks|Detail|Dwellings	Graphic Arts-Print	wood engraving on paper	Henry Wolf, born Eckwersheim, Alsace 1852-died New York City 1916	1906
edanmdm-saam_1929.8.176.3	SAAM	Bracelet				Decorative Arts-Jewelry	glass	Unidentified	300-400
edanmdm-saam_1929.8.327.2	SAAM	Bridal Mirror				Decorative Arts	wood, glass, and paint	Unidentified	1800-1900
edanmdm-saam_1929.8.260.2	SAAM	Bone Ornament				Decorative Arts	bone	Unidentified	1200-900 B.C.
edanmdm-saam_1929.8.175.12	SAAM	Necklace				Decorative Arts-Jewelry	glass, faience, gold, lapis lazuli, and garnet	Unidentified	600-300 B.C.
edanmdm-saam_1929.8.174.13	SAAM	Cup	1.0	SAAM-1929.8.174.13_4	Containers	Decorative Arts-Glass	glass	Unidentified	
edanmdm-saam_1976.96.4.3	SAAM	Ipswich Prints: Poppy	1.0	SAAM-1976.96.4.3_1	Poppy|Flowers	Graphic Arts-Mechanical Reproduction	photo-mechanical relief reproduction on paper	Arthur Wesley Dow, born Ipswich, MA 1857-died New York City 1922	1902
edanmdm-saam_1994.91.166	SAAM	Mary Pierrepont on Silvertail with R. Stuyvesant and Dog	1.0	SAAM-1994.91.166_1	Women|Landscapes|Animals|Farms|Dogs|Men|Horses|Portraits|Tranquility Farms	Photography-Photoprint	albumen silver print	Lewis M. Rutherfurd, born Morrisania, NY 1816-died Tranquility, NJ 1892	ca. 1863
edanmdm-saam_1994.91.144.13V	SAAM	Interior of Hoyt Mansion, from the album Views of Charlestown, New Hampshire	1.0	SAAM-1994.91.144.13V_1	Mountains|Musical instruments|Landscapes|Pianos|Architecture|Living room|Domestic|White Mountains|Castles|Hoyt Mansion|Charlestown	Photography-Photoprint	albumen silver print	Pach Brothers, founded ca. 1866	1888
edanmdm-saam_1996.63.22	SAAM	Tenth Commandment, from Harper's Weekly, March 12, 1870	1.0	SAAM-1996.63.22_1	Women|Ten Commandments|Literature|Recreation|Figure group|Religion|Bible, O.T.|Church buildings|Harper's Weekly|Prayer	Graphic Arts-Print	wood engraving on paper	Winslow Homer, born Boston, MA 1836-died Prout's Neck, ME 1910	1870
edanmdm-saam_1999.27.61	SAAM	Portrait of a Gentleman	1.0	SAAM-1999.27.61_1	Men|Portraits	Painting-Miniature	watercolor on ivory	Unidentified	ca. 1840
edanmdm-saam_1997.105.19	SAAM	Cathedral, Escuintla, Guatemala	1.0	SAAM-1997.105.19_2	Escuintla|Landscapes|Architecture|Cross|Figure group|Religion|Emblems|Church buildings	Photography-Photoprint	albumen silver print	Eadweard Muybridge, born Kingston-upon-Thames, England 1830-died Kingston-upon-Thames, England 1904	1875, published 1877
edanmdm-saam_1967.14.25	SAAM	Judith and Maid with Head of Holofernes	1.0	SAAM-1967.14.25_1	Judith|Weapons|Architecture|Swords|Religion|Bible, O.T.|Castles|Holofernes	Graphic Arts-Print	engraving on paper	Unidentified	n.d.
edanmdm-saam_1967.14.68	SAAM	Die Schlafenden Kinder	1.0	SAAM-1967.14.68_2	Landscapes|Animals|Sleep|Baskets|Dogs|State of being|Forests and forestry|Children	Graphic Arts-Print	etching and engraving on paper	Johann Leonhard Appold, German, born Dennenlohe, Germany 1809-died Nuremberg, Germany, 1858	n.d.
edanmdm-saam_1967.14.45	SAAM	Die vier Jahreszeiten	1.0	SAAM-1967.14.45_1	Women|Figure group|Nudity|Mythology|Putti|Allegory|Seasons	Graphic Arts-Print	etching on paper	J. Hahn	n.d.
edanmdm-saam_1967.14.121	SAAM	The Library of the Royal Academy (page from book)	1.0	SAAM-1967.14.121_1		Graphic Arts-Print	text	Unidentified (European)	n.d.
edanmdm-saam_1996.56.19	SAAM	Untitled (postcard)	1.0	SAAM-1996.56.19_1	Women|Weather|Landscapes|Winter|Architecture|Farms|Figure group	Photography-Photomechanical Reproduction	cyanotype	Unidentified	ca. 1908
edanmdm-saam_2016.57.4	SAAM	Untitled (whole-cloth chintz)	1.0	SAAM-2016.57.4_1		Quilt	cotton and wool	Unidentified	ca. 1820-1840
edanmdm-saam_2019.12.1	SAAM	Kish-Kallo-Wa (Family Algonquian-Tribe Shawnee)	1.0	SAAM-2019.12.1_1	Ethnicity|Men|Portraits	Painting	oil on canvas	Henry Inman, born Utica, NY 1801-died New York City 1846	1832-1833
edanmdm-saam_1983.83.156	SAAM	El Paso, Texas	1.0	SAAM-1983.83.156_1	Landscapes|Architecture|Domestic|Dwellings	Drawing	pencil on paper	George Elbert Burr, born Monroe Falls, OH 1859-died Phoenix, AZ 1939	1890
edanmdm-saam_1985.66.597	SAAM	Indian Encampment, Comanche (or Kiowa) Dressing Skins, Red River	1.0	SAAM-1985.66.597_1	Western|Landscapes|Ethnicity|Architecture|Domestic|Figure group|Teepee|Rivers	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1846-1848
edanmdm-saam_1985.66.322	SAAM	Madame Ferrebault's Prairie, above Prairie du Chien			Description and travel|Water|Landscapes|Ethnicity|Canoes|Prairie du Chien|Men|Figure group|Plains|Rivers	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1835-1836
edanmdm-saam_1985.66.317	SAAM	Picturesque Bluffs above Prairie du Chien	1.0	SAAM-1985.66.317_1	Western|Description and travel|Water|Landscapes|Ethnicity|Canoes|Prairie du Chien|Men|Figure group|Rivers	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1835-1836
edanmdm-saam_1975.99.2	SAAM	Self-Portrait with Hat	1.0	SAAM-1975.99.2_1	Art|Painters|Self-portraits|Occupations|Clothing and dress|Men|Dress accessories|Portraits|Hats|Sculptors|Draftsman	Drawing	pen and ink and ink wash on paper	Enrico Glicenstein, born Turek, Russia 1870-died New York City 1942	1928
edanmdm-saam_1971.203	SAAM	Manners and Customs of Ye Yengeese	1.0	SAAM-1971.203_1	Fortune teller|Occupations|Clothing and dress|Nineteenth century dress|Figure group|History|Cartoons|Occultism	Graphic Arts-Print	etching		1852
edanmdm-saam_1930.12.8	SAAM	On the Coast of California	1.0	SAAM-1930.12.8_1	Women|Landscapes|Coasts|Figure group	Painting	watercolor	William Henry Holmes, born Cadiz, OH 1846-died Royal Oak, MI 1933	n.d.
edanmdm-saam_1983.75.48	SAAM	Washington at Braddock's Defeat	1.0	SAAM-1983.75.48_1	Men|Figure group|American Revolution (1775-1783)|Portraits|History	Drawing	pencil on paper	Earl Horter, born Philadelphia, PA 1881-died Philadelphia, PA 1940	1931
edanmdm-saam_1984.1.1	SAAM	A Yankee Ship and a Yankee Crew (Sheet Music Cover)	1.0	SAAM-1984.1.1_1	Water|Landscapes|Boats and boating|Architecture|Ships|Occupations|Figure group|History|Military	Graphic Arts-Print	lithograph on paper	Fitz Henry Lane, born Gloucester, MA 1804-died Gloucester, MA 1865	
edanmdm-saam_1974.85.50	SAAM	Tragenna Wood	1.0	SAAM-1974.85.50_1	Landscapes|Architecture|Forests and forestry|Gate|Detail	Graphic Arts-Print		Donald Shaw MacLaughlan, born Charlottetown, Prince Edward Island, Canada 1876-died Marrakesh, Morocco 19	
edanmdm-saam_1973.122.72	SAAM	A Southerly Wind	1.0	SAAM-1973.122.72_1	Weather|Wind|Landscapes	Graphic Arts-Print	etching and chine-colle on paperboard	Thomas Moran, born Bolton, England 1837-died Santa Barbara, CA 1926	ca. 1880-1890
edanmdm-saam_1916.6.45	SAAM	Promenade	1.0	SAAM-1916.6.45_1	Amusements|Landscapes|Architecture|Recreation|Figure female|Domestic|Strolling|Rivers	Painting	oil on canvas	Eliphalet Fraser Andrews, born Steubenville, OH 1835-died Washington, DC 1915	n.d.
edanmdm-saam_1971.446.5A_B	SAAM	"""Sound Construction"" study"	1.0	SAAM-1971.446.5A_1	Skeleton|Fragment|Sculpture study	Drawing	A: pencil B: ink	Solon H. Borglum, born Ogden, UT 1868-died Stamford, CT 1922	1916
edanmdm-saam_1967.63.216	SAAM	Group of Three Female Nudes	1.0	SAAM-1967.63.216_1	Women|Figure group|Nudity	Drawing	drawing	Carl Newman, born Philadelphia, PA 1858-died Abington, PA 1932	
edanmdm-saam_1967.63.31	SAAM	Seated Female Nude	1.0	SAAM-1967.63.31_1	Art|Figure female|Occupations|Models (representations)|Nudity	Drawing	drawing	Carl Newman, born Philadelphia, PA 1858-died Abington, PA 1932	
edanmdm-saam_1967.63.162	SAAM	Seated Female Nude	1.0	SAAM-1967.63.162_1	Figure female|Nudity	Drawing	drawing	Carl Newman, born Philadelphia, PA 1858-died Abington, PA 1932	
edanmdm-saam_1979.135.44	SAAM	St. Jerome in His Chamber	1.0	SAAM-1979.135.44_1	Architecture|Religion|Saints|St. Jerome	Graphic Arts-Print	heliotype	James R. Osgood and Co.	
edanmdm-saam_1959.16.6	SAAM	French Fan	1.0	SAAM-1959.16.6_1	Mountains|Courting|Landscapes|Recreation|Figure group	Decorative Arts	carved mother of pearl, gouache and gilt on vellum, gold sequins, and turquoise stones	Unidentified (French)	ca. 1775
edanmdm-saam_2000.105.9	SAAM	Volcan Agua from Guatemala	1.0	SAAM-2000.105.9_2	Volcano|Mountains|Landscapes|Roads|Architecture|Domestic|Cities and towns|Volcan Apea|Dwellings	Photography-Photoprint	albumen silver print	Eadweard Muybridge, born Kingston-upon-Thames, England 1830-died Kingston-upon-Thames, England 1904	1875, published 1877
edanmdm-saam_1983.90.136	SAAM	Building the Building (from portfolio, Lithographs of New York in 1904)	1.0	SAAM-1983.90.136_1-000001	Cityscapes	Graphic Arts-Print	lithograph on paper	Joseph Pennell, born Philadelphia, PA 1857-died New York City 1926	1905
edanmdm-saam_1971.439.18	SAAM	Conundrum of the Chair	1.0	SAAM-1971.439.18_1	Chairs|Furnishings	Graphic Arts-Print	woodcut	José Guadalupe Posada, Mexican, Aguascalientes, Mexico 1852-died Mexico City, Mexico 1913	
edanmdm-saam_1968.155.49	SAAM	Solomon Sturgis	1.0	SAAM-1968.155.49_1	Sculpture model|Monetary|Occupations|Men|Nudity|Portraits|Bankers	Sculpture	plaster	Hiram Powers, born Woodstock, VT 1805-died Florence, Italy 1873	modeled 1862
edanmdm-saam_1976.124	SAAM	Summer, New England	1.0	SAAM-1976.124_1	Amusements|Landscapes|Sport and play|Horsemen and horsewomen|Recreation|Figure group|Strolling|Summer|Children|Seasons	Painting	oil on canvas	Maurice Prendergast, born St. John's, Newfoundland 1858-died New York City 1924	1912
edanmdm-saam_1979.135.85	SAAM	(Figurine Series) Man with Arm at Chest Level	1.0	SAAM-1979.135.85_1	Landscapes|Staffs (Sticks, canes, etc.)|Men|Clothing and dress|Figure group|Figure male|Dress accessories	Graphic Arts-Print	print	Salvator Rosa, Italian, born Naples, Italy 1615-died Rome, Italy 1673	
edanmdm-saam_1985.66.384_184	SAAM	Camp of the Peace Commissioners at Medicine Lodge Creek	1.0	SAAM-1985.66.384184_1	Ethnicity|Landscapes|Westward expansion|Tents|Architecture|Medicine Lodge Creek|Figure group|History|Indian Affairs|Military	Painting	watercolor on paper	Hermann Stieffel, born Wiesbaden, Germany 1826-died Washington, DC 1886	1867
edanmdm-saam_1967.14.145	SAAM	The Procession to the Christening	1.0	SAAM-1967.14.145_1	Rites and ceremonies|Architecture|Clothing and dress|Figure group|Religion|Church buildings	Graphic Arts-Print		Lumb Stocks, English, born Lightcliffe, England 1812-died London, England 1892	
edanmdm-saam_1985.66.164_652	SAAM	Anishira Indian	1.0	SAAM-1985.66.164652_1	Ethnicity|Figure male|Anishira	Painting	oil on canvas	Unidentified (South American?)	ca. 1890-1892
edanmdm-saam_1967.66.4	SAAM	Camping out in the Adirondack Mountains	1.0	SAAM-1967.66.4_1	Water|Mountains|Landscapes|Boats and boating|Canoes|Animals|Architecture|Recreation|Men|Dogs|Figure group|Camping	Graphic Arts-Print	wood engraving	Unidentified	1874
edanmdm-saam_1954.6.5	SAAM	Portrait of a Lady	1.0	SAAM-1954.6.5_1	Women|Portraits	Painting-Miniature	watercolor on ivory	Unidentified (French)	ca. 1775
edanmdm-saam_1962.7.2	SAAM	Mrs. Ebenezer Williams	1.0	SAAM-1962.7.2_1	Women|Portraits	Painting-Miniature	watercolor on ivory	Unidentified	ca. 1825
edanmdm-saam_1970.355.347	SAAM	Pinebarren Gentian (Gentiana porphyrio)	1.0	SAAM-1970.355.347_1	Botanical study|Pinebarren gentian|Gentiana porphyrio	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1923
edanmdm-saam_1974.88.2	SAAM	Portrait of a Man	1.0	SAAM-1974.88.2_1	Men|Portraits|Profile	Sculpture-Relief	plaster	Olin Levi Warner, born Suffield, CT 1844-died New York City 1896	1876
edanmdm-saam_1972.84.45	SAAM	Portrait of a Girl	1.0	SAAM-1972.84.45_1	Women|Portraits	Graphic Arts-Print	etching on paper	J. Alden Weir, born West Point, NY 1852-died New York City 1919	ca. 1887-1893
edanmdm-saam_1929.6.159	SAAM	Valparaiso Harbor	1.0	SAAM-1929.6.159_1	Boats and boating|Figure group|Valparaiso|Cityscapes|Harbors|Waterscapes|Valparaiso Harbor	Painting	oil on canvas	James McNeill Whistler, born Lowell, MA 1834-died London, England 1903	1866
edanmdm-saam_1973.130.114	SAAM	Josephine as Empress	1.0	SAAM-1973.130.114_1	Women|Occupations|Clothing and dress|Dress accessories|Portraits|Aristocracy (Social class)|Hats	Graphic Arts-Print	photomechanical wood engraving on paper	Henry Wolf, born Eckwersheim, Alsace 1852-died New York City 1916	1895
edanmdm-saam_1973.130.5	SAAM	Sappho	1.0	SAAM-1973.130.5_1	Herrick|Literature|Architecture|Character|Figure female|Music|Sappho|Entertainers|Windows|Voice|Lute|Detail	Graphic Arts-Mechanical Reproduction	photomechanical wood engraving on paper	Henry Wolf, born Eckwersheim, Alsace 1852-died New York City 1916	1881
edanmdm-saam_1929.8.172.4	SAAM	Bracelet				Decorative Arts	glass	Unidentified	400-500
edanmdm-saam_1929.8.147.11	SAAM	Patella Cup				Decorative Arts	molded and ground glass	Unidentified	100 B.C.-100 A.D.
edanmdm-saam_1929.8.235.81	SAAM	Dress Ornaments				Decorative Arts-Jewelry	gold, enamel, pearls, and rubies	Unidentified	1500-1600
edanmdm-saam_1929.8.235.101	SAAM	Dress Ornaments				Decorative Arts-Jewelry	gold, enamel, and pearls	Unidentified	1500-1600
edanmdm-saam_1929.8.469.6	SAAM	Vase	1.0	SAAM-1929.8.469.6_1	Vase	Decorative Arts-Glass	glass	Unidentified	
edanmdm-saam_1994.91.96	SAAM	A Baby	1.0	SAAM-1994.91.96_1	Cityscapes|Children	Photography-Photoprint	salted paper print with applied color	William H. Jones, active 1860s	ca. 1860
edanmdm-saam_1994.91.111	SAAM	Johnstown Flood, General View Looking South	1.0	SAAM-1994.91.111_1	Landscapes|Disasters|Architecture|Domestic|Johnstown|Cityscapes|Rivers|Floods|Dwellings	Photography-Photoprint	albumen silver print	Langill and Darling, active 19th century	1889
edanmdm-saam_1994.91.122	SAAM	The Pool, White Mountains	1.0	SAAM-1994.91.122_1	Water|Mountains|Landscapes|Rocks|White Mountains	Photography-Photoprint	salted paper print	Charles L. Mitchell, active 1890-1905	ca. 1890
edanmdm-saam_1994.91.205R	SAAM	[Icicles, Niagara]	1.0	SAAM-1994.91.205R_1	Landscapes|Winter|Waterfalls|Niagara Falls|Seasons	Photography-Photoprint	albumen silver print	Unidentified	1886
edanmdm-saam_1994.91.270	SAAM	Shining Metal			Ethnicity|Chief|Occupations|Clothing and dress|Men|Portraits|Mdewakanton Dakota	Photography-Photoprint	salted paper print	Julian Vannerson, born 1827-died after 1875	1858
edanmdm-saam_1991.56.288	SAAM	Malta	1.0	SAAM-1991.56.288_1	Landscapes|Malta	Drawing	pencil on paper	Miner Kilbourne Kellogg, born Manlius Square, NY 1814-died Toledo, OH 1889	n.d.
edanmdm-saam_2002.48.23	SAAM	Group Portrait	1.0	SAAM-2002.48.23_1	Portraits|Family	Photography-Photoprint	photographic print with added color	Unidentified	ca. 1920
edanmdm-saam_1974.93.16	SAAM	Untitled	1.0	SAAM-1974.93.16_1	Landscapes|Architecture|Balconies|Domestic|Detail	Painting	watercolor, ink and pencil on fiberboard	Will Heer, n.d.	1920-1921
edanmdm-saam_1983.83.180	SAAM	Venice	1.0	SAAM-1983.83.180_1	Boats and boating|Landscapes|Coasts|Architecture|Sailboats|Waterscapes	Painting	watercolor and pencil on paper	George Elbert Burr, born Monroe Falls, OH 1859-died Phoenix, AZ 1939	1900
edanmdm-saam_1985.66.488	SAAM	Comanche Meeting the Dragoons	1.0	SAAM-1985.66.488_1	Ethnicity|Soldiers|Westward expansion|Occupations|Men|Figure group|History|Military	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1834-1835
edanmdm-saam_1985.66.119	SAAM	No-wáy-ke-súg-gah, He Who Strikes Two at Once, a Brave	1.0	SAAM-1985.66.119_1	Amusements|Ethnicity|Recreation|Clothing and dress|Men|Portraits|Smoking	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1832
edanmdm-saam_1985.66.386_590Q	SAAM	Indians Hunting Antelope--no. 20	1.0	SAAM-1985.66.386590Q_1	Hunter|Landscapes|Ethnicity|Animals|Weapons|Occupations|Figure group|Antelope|Bow and arrow	Graphic Arts-Print	lithograph	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	
edanmdm-saam_1985.66.120	SAAM	Ráw-no-way-wóh-krah, Loose Pipestem, a Brave	1.0	SAAM-1985.66.120_1	Ethnicity|Men|Portraits	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1832
edanmdm-saam_1981.172.27	SAAM	Boy	1.0	SAAM-1981.172.27_1	Men|Portraits|Children	Silhouette	hollow cut paper and ink on fabric	Doyle, n.d.	n.d.
edanmdm-saam_1986.65.113	SAAM	Our Lady of Guadalupe	1.0	SAAM-1986.65.113_1	Mary, Blessed Virgin, Saint|Religion|Bible, N.T.	Folk Art	water-based paint on wood	Pedro Antonio Fresquís, born 1749-died 1831	ca. 1780-1830
edanmdm-saam_1962.13.47	SAAM	Battlements of Carcassonne, France	1.0	SAAM-1962.13.47_1		Painting	watercolor and pencil on paper	Cass Gilbert, born Zanesville, OH 1858-died Brockenhurst, England 1934	1913
edanmdm-saam_1974.28.296	SAAM	Broken Pueblo Pottery			Public Works of Art Project|New Deal, 1933-1939	Decorative Arts-Ceramic	clay	Van Gutierrez, n.d.	n.d.
edanmdm-saam_1987.68	SAAM	Portrait of a Lady	1.0	SAAM-1987.68_1	Women|Portraits	Painting-Miniature	watercolor on ivory mounted on paper	George H. Hite, born Urbana, OH 1807-died New York City ca. 1880	1851
edanmdm-saam_1915.11.3	SAAM	Children at Play	1.0	SAAM-1915.11.3_1	Sport and play|Recreation|Children	Painting	pencil and watercolor	Jean-Francis Auburtin, French, born Paris, France 1866-died Varangeville, France 1930	1915
edanmdm-saam_1983.90.207	SAAM	Stag, Doe and Two Fawns	1.0	SAAM-1983.90.207_1	Animals	Sculpture	bronze/cast	Antoine-Louis Barye, French, born Paris, France 1796-died Paris, France 1875	1820s
edanmdm-saam_1971.446.93	SAAM	Nude	1.0	SAAM-1971.446.93_1	Figure female|Nudity	Drawing	pencil, red crayon	Solon H. Borglum, born Ogden, UT 1868-died Stamford, CT 1922	n.d.
edanmdm-saam_1971.446.111	SAAM	Park	1.0	SAAM-1971.446.111_1	Landscapes|Figure female|Clothing and dress|Dress accessories|Umbrellas|Parks	Drawing	pen and ink	Solon H. Borglum, born Ogden, UT 1868-died Stamford, CT 1922	n.d.
edanmdm-saam_1967.54.41	SAAM	Group	1.0	SAAM-1967.54.41_1	Women|Architecture|Clothing and dress|Men|Figure group|Portraits|History	Graphic Arts-Print	engraving	Mary Ogborne, English, n.d.	ca. 1788
edanmdm-saam_1998.84.44	SAAM	Tramp Art Box	1.0	SAAM-1998.84.44_1		Folk Art	carved and layered and varnished wood	Unidentified	20th century
edanmdm-saam_1958.11.14	SAAM	Poetry (bust of figure on front facade of New York Public Library	1.0	SAAM-1958.11.14_1	New York Public Library|Classical dress|Sculpture model|Architecture|Figure female|Government|Clothing and dress|Poetry|Allegory|History|Arts and sciences	Sculpture	bronze	Paul Wayland Bartlett, born New Haven, CT 1865-died Paris, France 1925	ca. 1915
edanmdm-saam_1971.439.95	SAAM	Sharp Trader	1.0	SAAM-1971.439.95_1	Trader|Occupations|Figure male|Vendor	Graphic Arts-Print	woodcut	José Guadalupe Posada, Mexican, Aguascalientes, Mexico 1852-died Mexico City, Mexico 1913	
edanmdm-saam_1968.155.22	SAAM	Faith	1.0	SAAM-1968.155.22_1	Sculpture model|Figure female|Quality|Faith|Allegory	Sculpture	plaster	Hiram Powers, born Woodstock, VT 1805-died Florence, Italy 1873	modeled 1867
edanmdm-saam_1976.113.20	SAAM	The Town Pump	1.0	SAAM-1976.113.20_1	Uniforms|Water pump|Amusements|Recreation|Food habits|Clothing and dress|Tools|Figure group|Conversation|Male and female|Military	Sculpture	plaster/cast/painted	John Rogers, born Salem, MA 1829-died New Canaan, CT 1904	1862
edanmdm-saam_1970.125	SAAM	Child	1.0	SAAM-1970.125_1	Children	Painting	watercolor and pencil on paper mounted on paperboard	H. Lyman Saÿen, born Philadelphia, PA 1875-died Philadelphia, PA 1918	1914-1916
edanmdm-saam_1985.66.165_717	SAAM	Japanese Man	1.0	SAAM-1985.66.165717_1	Ethnicity|Architecture|Domestic|Figure male	Painting	oil on canvas	Antonion Zeno Shindler, 1813 Bulgaria-died Washington, DC 1899	ca. 1893
edanmdm-saam_1969.188	SAAM	Chair (one of a pair)	1.0	SAAM-1969.188_1	Chairs|Furnishings	Decorative Arts-Furniture	wood: rosewood and oak	Springmeyer Brothers, n.d.	ca. 1860-1867
edanmdm-saam_1966.48.17C	SAAM	J. Jacob Astor's Former Residence 88th St. near East River	1.0	SAAM-1966.48.17C_1	Landscapes|Architecture|Domestic|Astor|Dwellings	Graphic Arts-Print	lithograph	Unidentified	n.d.
edanmdm-saam_1956.11.58	SAAM	Mrs. Lloyd	1.0	SAAM-1956.11.58_1	Women|Courting|Landscapes|Recreation|Portraits|Forests and forestry	Painting	oil on canvas	Unidentified (British)	18th century
edanmdm-saam_1966.48.48	SAAM	Tremont House (Chicago)	1.0	SAAM-1966.48.48_1	Commercial|Tremont House|Architecture|Figure group|Cityscapes|Flags|Hotel|Vehicles|Carriage	Graphic Arts-Print	color lithograph	Unidentified	n.d.
edanmdm-saam_1974.28.162	SAAM	(Untitled) (Landscape with Farm Buildings and Windmill)	1.0	SAAM-1974.28.162_1	Landscapes|Industrialization|Architecture|Farms|Farmhouse|Domestic|Windmill|New Deal, 1933-1939	Graphic Arts-Print	lithograph on paper	Unidentified (American)	ca. 1933-1943
edanmdm-saam_1986.65.217	SAAM	Vase of Flowers	1.0	SAAM-1986.65.217_1	Flowers	Folk Art	watercolor and pen and ink on paper	Unidentified	19th century
edanmdm-saam_1941.5.1	SAAM	Portrait of a Gentleman with Initials A.S.N.	1.0	SAAM-1941.5.1_1	Men|Portraits	Painting-Miniature	watercolor on ivory	Jean Francois De Vallee, active 1794-1828	ca. 1805
edanmdm-saam_1978.108.38	SAAM	(Illustration for Rubáiyát of Omar Khayyám) Limitation	1.0	SAAM-1978.108.38_2	Landscapes|Animals|Literature|Night|Star|Outer space|Khayyam, Omar|Rocks|Birds|Rubaiyat|Time|Eagles	Drawing	chalk, pencil and watercolor on paper	Elihu Vedder, born New York City 1836-died Rome, Italy 1923	1883-1884
edanmdm-saam_1970.355.99	SAAM	Blue Lupine (Lupinus argenteus)	1.0	SAAM-1970.355.99_2	Lupinus argenteus|Blue lupine|Botanical study	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1915
edanmdm-saam_1970.355.355	SAAM	Hazel Alder (Alnus regosa)	1.0	SAAM-1970.355.355_2	Hazel alder|Alnus regosa|Botanical study	Painting	watercolor on paper	Mary Vaux Walcott, born Philadelphia, PA 1860-died St. Andrews, New Brunswick, Canada 1940	1920
